"id","list","added_date","added_by","threat_type","notes"
1,"101nitro.com
1111sale.us
15dfjkbvdf.club
17ebook.com
1month-premium.com
1nitro.club
1ownandfresh1.com
1payxperxinst1.com
1redirb.com
1ts11.top
1tvv.ru
1wat.ru
2012-drakon.ru
2012-god.ru
2015-god-kozy.ru
409,clan-big.ru,"2025-05-23 15:57:04",system,malicious,
410,claspedtwelve.com,"2025-05-23 15:57:04",system,malicious,
411,classic-nitro.com,"2025-05-23 15:57:04",system,malicious,
412,classicnitro.com,"2025-05-23 15:57:04",system,malicious,
413,clck.ru,"2025-05-23 15:57:04",system,malicious,
414,cleanphonefast.com,"2025-05-23 15:57:04",system,malicious,
415,click2click.xyz,"2025-05-23 15:57:04",system,malicious,
416,clicnews.com,"2025-05-23 15:57:04",system,malicious,
417,cliscord-gift.ru.com,"2025-05-23 15:57:04",system,malicious,
418,cliscord-gift.xyz,"2025-05-23 15:57:04",system,malicious,
419,cliscord.site,"2025-05-23 15:57:04",system,malicious,
420,cliscordl.online,"2025-05-23 15:57:04",system,malicious,
421,cliscordl.ru,"2025-05-23 15:57:04",system,malicious,
422,clk.rtpdn*.com,"2025-05-23 15:57:04",system,malicious,
423,clkepd.com,"2025-05-23 15:57:04",system,malicious,
424,cllscordapp.fun,"2025-05-23 15:57:04",system,malicious,
425,clonex.rlfkt.com,"2025-05-23 15:57:04",system,malicious,
426,clooud9.xyz,"2025-05-23 15:57:04",system,malicious,
427,cloud9team.fun,"2025-05-23 15:57:04",system,malicious,
428,cloud9team.space,"2025-05-23 15:57:04",system,malicious,
429,cloudfront.net,"2025-05-23 15:57:04",system,malicious,
430,cloudteam9.com,"2025-05-23 15:57:04",system,malicious,
431,cloudteam9.fun,"2025-05-23 15:57:04",system,malicious,
432,clove-nitro.com,"2025-05-23 15:57:04",system,malicious,
433,cls-tournament.ru,"2025-05-23 15:57:04",system,malicious,
434,club-hypesquad.com,"2025-05-23 15:57:04",system,malicious,
435,club-moderatorsacademy.net,"2025-05-23 15:57:04",system,malicious,
436,clubboost-nitro.shop,"2025-05-23 15:57:04",system,malicious,
437,clubdlsscord-app.club,"2025-05-23 15:57:04",system,malicious,
438,clubs-moderators.com,"2025-05-23 15:57:04",system,malicious,
439,cngcpy.com,"2025-05-23 15:57:04",system,malicious,
440,cod3r0bux.pw,"2025-05-23 15:57:04",system,malicious,
441,code-nitro.ru,"2025-05-23 15:57:04",system,malicious,
442,code-nitro.xyz,"2025-05-23 15:57:04",system,malicious,
443,code24promo.com,"2025-05-23 15:57:04",system,malicious,
444,coinbasediscord.com,"2025-05-23 15:57:04",system,malicious,
445,coinblog.site,"2025-05-23 15:57:04",system,malicious,
446,coinforcoin.site,"2025-05-23 15:57:04",system,malicious,
447,coinmoney.in.net,"2025-05-23 15:57:04",system,malicious,
448,cointradebtc.com,"2025-05-23 15:57:04",system,malicious,
449,coleryujgdq345678hfdh.xyz,"2025-05-23 15:57:04",system,malicious,
450,combestskins.org.ru,"2025-05-23 15:57:04",system,malicious,
451,comdicsord.net,"2025-05-23 15:57:04",system,malicious,
452,comdicsordgifts.ru.com,"2025-05-23 15:57:04",system,malicious,
453,comdisccord-appss.ru,"2025-05-23 15:57:04",system,malicious,
454,comdisccrdapp.com,"2025-05-23 15:57:04",system,malicious,
455,comdiscorb.blog,"2025-05-23 15:57:04",system,malicious,
456,comdiscorcl.click,"2025-05-23 15:57:04",system,malicious,
457,comdiscord-gg.com,"2025-05-23 15:57:04",system,malicious,
458,comdiscord.com,"2025-05-23 15:57:04",system,malicious,
459,comdiscordl.com,"2025-05-23 15:57:04",system,malicious,
460,comdiscordo.org,"2025-05-23 15:57:04",system,malicious,
461,comdiscorl.com,"2025-05-23 15:57:04",system,malicious,
462,comdiscorl.gift,"2025-05-23 15:57:04",system,malicious,
463,comdiscqrdapp.com,"2025-05-23 15:57:04",system,malicious,
464,comdiscrod-app.site,"2025-05-23 15:57:04",system,malicious,
465,comdisordnltros.com,"2025-05-23 15:57:04",system,malicious,
466,comdlsccordapps.club,"2025-05-23 15:57:04",system,malicious,
467,comdlscold.com,"2025-05-23 15:57:04",system,malicious,
468,comdlscoord-apps.com,"2025-05-23 15:57:04",system,malicious,
469,comdlscord-main.ru.com,"2025-05-23 15:57:04",system,malicious,
470,come-nitro.com,"2025-05-23 15:57:04",system,malicious,
471,comgift-discords.com,"2025-05-23 15:57:04",system,malicious,
472,community-discord.com,"2025-05-23 15:57:04",system,malicious,
473,communitytradeoffer.com,"2025-05-23 15:57:04",system,malicious,
474,communitytradeoffer.com.ru,"2025-05-23 15:57:04",system,malicious,
475,comnitrosteaml.com,"2025-05-23 15:57:04",system,malicious,
476,comrust-phoenix.org,"2025-05-23 15:57:04",system,malicious,
477,comsteamcomminuty.com,"2025-05-23 15:57:04",system,malicious,
478,comsteamcommunity.com,"2025-05-23 15:57:04",system,malicious,
479,comsteamnitrol.com,"2025-05-23 15:57:04",system,malicious,
480,comsteamnltros.ru,"2025-05-23 15:57:04",system,malicious,
481,comstearncormmunity.com,"2025-05-23 15:57:04",system,malicious,
482,consumerproductsusa.com,"2025-05-23 15:57:04",system,malicious,
483,contact-forms-moderator-academy.com,"2025-05-23 15:57:04",system,malicious,
484,contact-infoservice.com,"2025-05-23 15:57:04",system,malicious,
485,continue-site.website,"2025-05-23 15:57:04",system,malicious,
486,convocation-for-hypeteams.com,"2025-05-23 15:57:04",system,malicious,
487,copyrightbusinessgroup.com,"2025-05-23 15:57:04",system,malicious,
488,copyrightbussinessgroup.com,"2025-05-23 15:57:04",system,malicious,
489,corona-virus-map.com,"2025-05-23 15:57:04",system,malicious,
490,counter-strlke.site,"2025-05-23 15:57:04",system,malicious,
491,counterbase.ru.com,"2025-05-23 15:57:04",system,malicious,
492,counterstrik.xyz,"2025-05-23 15:57:04",system,malicious,
493,cpa-optimizer.online,"2025-05-23 15:57:04",system,malicious,
494,cpbldi.com,"2025-05-23 15:57:04",system,malicious,
495,cpmstatsart.com,"2025-05-23 15:57:04",system,malicious,
496,cpp-discord.com,"2025-05-23 15:57:04",system,malicious,
497,creditscpfree.website,"2025-05-23 15:57:04",system,malicious,
498,crosflah.online,"2025-05-23 15:57:04",system,malicious,
499,cryptoreserve.space,"2025-05-23 15:57:04",system,malicious,
500,cs-boom.org.ru,"2025-05-23 15:57:04",system,malicious,
501,cs-cool.net.ru,"2025-05-23 15:57:04",system,malicious,
502,cs-dark.org.ru,"2025-05-23 15:57:04",system,malicious,
503,cs-dump.org.ru,"2025-05-23 15:57:04",system,malicious,
504,cs-esports.link,"2025-05-23 15:57:04",system,malicious,
505,cs-exeword.xyz,"2025-05-23 15:57:04",system,malicious,
506,cs-incursed.xyz,"2025-05-23 15:57:04",system,malicious,
507,cs-legend.xyz,"2025-05-23 15:57:04",system,malicious,
508,cs-moneiy.us,"2025-05-23 15:57:04",system,malicious,
509,cs-moneyy.ru,"2025-05-23 15:57:04",system,malicious,
510,cs-navigiveaway.ru,"2025-05-23 15:57:04",system,malicious,
511,cs-play.org.ru,"2025-05-23 15:57:04",system,malicious,
512,cs-riptide.xyz,"2025-05-23 15:57:04",system,malicious,
513,cs-skins.link,"2025-05-23 15:57:04",system,malicious,
514,cs500go.com,"2025-05-23 15:57:04",system,malicious,
515,cschecker.ru,"2025-05-23 15:57:04",system,malicious,
516,csgift.fun,"2025-05-23 15:57:04",system,malicious,
517,csgo-battle.ru,"2025-05-23 15:57:04",system,malicious,
518,csgo-cyber.link,"2025-05-23 15:57:04",system,malicious,
519,csgo-discord.xyz,"2025-05-23 15:57:04",system,malicious,
520,csgo-dym.ru,"2025-05-23 15:57:04",system,malicious,
521,csgo-fute.net.ru,"2025-05-23 15:57:04",system,malicious,
522,csgo-game-steam.ru,"2025-05-23 15:57:04",system,malicious,
523,csgo-gamesteam.ru,"2025-05-23 15:57:04",system,malicious,
524,csgo-lute.net.ru,"2025-05-23 15:57:04",system,malicious,
525,csgo-market.ru.com,"2025-05-23 15:57:04",system,malicious,
526,csgo-run.info,"2025-05-23 15:57:04",system,malicious,
527,csgo-run.site,"2025-05-23 15:57:04",system,malicious,
528,csgo-st.ru,"2025-05-23 15:57:04",system,malicious,
529,csgo-steam-game.ru,"2025-05-23 15:57:04",system,malicious,
530,csgo-steam-good.ru,"2025-05-23 15:57:04",system,malicious,
531,csgo-steamgame.ru,"2025-05-23 15:57:04",system,malicious,
532,csgo-steamplay.ru,"2025-05-23 15:57:04",system,malicious,
533,csgo-store-steam.ru,"2025-05-23 15:57:04",system,malicious,
534,csgo-storesteam.ru,"2025-05-23 15:57:04",system,malicious,
535,csgo-top.xyz,"2025-05-23 15:57:04",system,malicious,
536,csgo.ghservers.cl,"2025-05-23 15:57:04",system,malicious,
537,csgo4cases.fun,"2025-05-23 15:57:04",system,malicious,
538,csgochinasteam.ru,"2025-05-23 15:57:04",system,malicious,
539,csgocj-steam.work,"2025-05-23 15:57:04",system,malicious,
540,csgocyber.ru,"2025-05-23 15:57:04",system,malicious,
541,csgodirect.xyz,"2025-05-23 15:57:04",system,malicious,
542,csgodrop.me,"2025-05-23 15:57:04",system,malicious,
543,csgodrops.net,"2025-05-23 15:57:04",system,malicious,
544,csgogame-steam.ru,"2025-05-23 15:57:04",system,malicious,
545,csgogf01.xyz,"2025-05-23 15:57:04",system,malicious,
546,csgogf02.xyz,"2025-05-23 15:57:04",system,malicious,
547,csgogf03.xyz,"2025-05-23 15:57:04",system,malicious,
548,csgogf05.xyz,"2025-05-23 15:57:04",system,malicious,
549,csgogf06.xyz,"2025-05-23 15:57:04",system,malicious,
550,csgogf07.xyz,"2025-05-23 15:57:04",system,malicious,
551,csgogift45.xyz,"2025-05-23 15:57:04",system,malicious,
552,csgogift47.xyz,"2025-05-23 15:57:04",system,malicious,
553,csgorun-giveaway.ru,"2025-05-23 15:57:04",system,malicious,
554,csgorun-giveaway.xyz,"2025-05-23 15:57:04",system,malicious,
555,csgorun-offical.site,"2025-05-23 15:57:04",system,malicious,
556,csgorun-rubonus.ru,"2025-05-23 15:57:04",system,malicious,
557,csgorun.info,"2025-05-23 15:57:04",system,malicious,
558,csgorun.pro-login.ru,"2025-05-23 15:57:04",system,malicious,
559,csgorun.pro-loginn.com,"2025-05-23 15:57:04",system,malicious,
560,csgorunpromo.pp.ua,"2025-05-23 15:57:04",system,malicious,
561,csgosell.xyz,"2025-05-23 15:57:04",system,malicious,
562,csgostats.fun,"2025-05-23 15:57:04",system,malicious,
563,csgosteam-game.ru,"2025-05-23 15:57:04",system,malicious,
564,csgosteam-play.ru,"2025-05-23 15:57:04",system,malicious,
565,csgosteamcom.ru,"2025-05-23 15:57:04",system,malicious,
566,csgosteamgo.ru,"2025-05-23 15:57:04",system,malicious,
567,csgothrive.com,"2025-05-23 15:57:04",system,malicious,
568,csgotournaments.cf,"2025-05-23 15:57:04",system,malicious,
569,csgowans.ru,"2025-05-23 15:57:04",system,malicious,
570,csgoworkshops.com,"2025-05-23 15:57:04",system,malicious,
571,csmagrkego.ru,"2025-05-23 15:57:04",system,malicious,
572,csmartscsgo.ru,"2025-05-23 15:57:04",system,malicious,
573,csrandom.monster,"2025-05-23 15:57:04",system,malicious,
574,css500gggo.ru,"2025-05-23 15:57:04",system,malicious,
575,csskins.space,"2025-05-23 15:57:04",system,malicious,
576,cswanmei4.ru,"2025-05-23 15:57:04",system,malicious,
577,cteamcamnynity67823535672.xyz,"2025-05-23 15:57:04",system,malicious,
578,cteamcommunity.xyz,"2025-05-23 15:57:04",system,malicious,
579,cupcsgo.ru,"2025-05-23 15:57:04",system,malicious,
580,cupgoo.xyz,"2025-05-23 15:57:04",system,malicious,
581,cupwin.xyz,"2025-05-23 15:57:04",system,malicious,
582,cur.lv,"2025-05-23 15:57:04",system,malicious,
583,curiouscat.club,"2025-05-23 15:57:04",system,malicious,
584,cyber-csgo.link,"2025-05-23 15:57:04",system,malicious,
585,cyber-csgo.space,"2025-05-23 15:57:04",system,malicious,
586,cyber-lan.com,"2025-05-23 15:57:04",system,malicious,
587,cyber-win.ru,"2025-05-23 15:57:04",system,malicious,
588,cyberegocscom.ru,"2025-05-23 15:57:04",system,malicious,
589,cyberh1.xyz,"2025-05-23 15:57:04",system,malicious,
590,cybersportnitnitro.ru,"2025-05-23 15:57:04",system,malicious,
591,cyberturnament.xyz,"2025-05-23 15:57:04",system,malicious,
592,cyneheard-fau.com,"2025-05-23 15:57:04",system,malicious,
593,d-giftnitro.com,"2025-05-23 15:57:04",system,malicious,
594,d-giftpremium.com,"2025-05-23 15:57:04",system,malicious,
595,d-nitro.tk,"2025-05-23 15:57:04",system,malicious,
596,d-nitro.xyz,"2025-05-23 15:57:04",system,malicious,
597,d.iscord.xyz,"2025-05-23 15:57:04",system,malicious,
598,d1sc0rd.com,"2025-05-23 15:57:04",system,malicious,
599,d1scord.co.uk,"2025-05-23 15:57:04",system,malicious,
600,d1scord.com,"2025-05-23 15:57:04",system,malicious,
601,d1scord.xyz,"2025-05-23 15:57:04",system,malicious,
602,d1scrod-gift.com,"2025-05-23 15:57:04",system,malicious,
603,d1scrod.site,"2025-05-23 15:57:04",system,malicious,
604,dabaicai.com,"2025-05-23 15:57:04",system,malicious,
605,daddsda.xyz,"2025-05-23 15:57:04",system,malicious,
606,daily-news.com.ua,"2025-05-23 15:57:04",system,malicious,
607,dailymegadeal.xyz,"2025-05-23 15:57:04",system,malicious,
608,daque.cn,"2025-05-23 15:57:04",system,malicious,
609,darksound.ru,"2025-05-23 15:57:04",system,malicious,
610,datfuture.com,"2025-05-23 15:57:04",system,malicious,
611,dating.hdxvideos.ru,"2025-05-23 15:57:04",system,malicious,
612,datingapp.live,"2025-05-23 15:57:04",system,malicious,
613,datingdeserving.com,"2025-05-23 15:57:04",system,malicious,
614,dawbab.xyz,"2025-05-23 15:57:04",system,malicious,
615,dc-moderator-academy.com,"2025-05-23 15:57:04",system,malicious,
616,dc-nitro.ru,"2025-05-23 15:57:04",system,malicious,
617,dc-signup-moderator.com,"2025-05-23 15:57:04",system,malicious,
618,dciscord.com,"2025-05-23 15:57:04",system,malicious,
619,dcmoderatorforms.com,"2025-05-23 15:57:04",system,malicious,
620,dcmoderatorteam.com,"2025-05-23 15:57:04",system,malicious,
621,dcoda.net,"2025-05-23 15:57:04",system,malicious,
622,ddiscord.com,"2025-05-23 15:57:04",system,malicious,
623,de-spushtan-genehmigung-2.xyz,"2025-05-23 15:57:04",system,malicious,
624,deadisidddde.xyz,"2025-05-23 15:57:04",system,malicious,
625,deltasec300gt.fun,"2025-05-23 15:57:04",system,malicious,
626,dengiua.com,"2025-05-23 15:57:04",system,malicious,
627,der-csgo.ru,"2025-05-23 15:57:04",system,malicious,
628,derimonz.xyz,"2025-05-23 15:57:04",system,malicious,
629,derwoood.xyz,"2025-05-23 15:57:04",system,malicious,
630,descargarjuegospc.net,"2025-05-23 15:57:04",system,malicious,
631,descords.com,"2025-05-23 15:57:04",system,malicious,
632,deshevil.xyz,"2025-05-23 15:57:04",system,malicious,
633,dev-discord.com,"2025-05-23 15:57:04",system,malicious,
634,devdiscord.com,"2025-05-23 15:57:04",system,malicious,
635,developer-bot.com,"2025-05-23 15:57:04",system,malicious,
636,developer-link.com,"2025-05-23 15:57:04",system,malicious,
637,developer-login.com,"2025-05-23 15:57:04",system,malicious,
638,developer-request.com,"2025-05-23 15:57:04",system,malicious,
639,developers-academy.com,"2025-05-23 15:57:04",system,malicious,
640,developers-discord-intents.com,"2025-05-23 15:57:04",system,malicious,
641,developers-info.com,"2025-05-23 15:57:04",system,malicious,
642,developers-intent.com,"2025-05-23 15:57:04",system,malicious,
643,developersclubs.info,"2025-05-23 15:57:04",system,malicious,
644,devloper-team.info,"2025-05-23 15:57:04",system,malicious,
645,devlopers.info,"2025-05-23 15:57:04",system,malicious,
646,dfiscord.com,"2025-05-23 15:57:04",system,malicious,
647,dfscord-app.club,"2025-05-23 15:57:04",system,malicious,
648,dfscord-app.com,"2025-05-23 15:57:04",system,malicious,
649,dfscord.com,"2025-05-23 15:57:04",system,malicious,
650,dfwdiesel.net,"2025-05-23 15:57:04",system,malicious,
651,dgiftnow.com,"2025-05-23 15:57:04",system,malicious,
652,diabasewoodhouse.xyz,"2025-05-23 15:57:04",system,malicious,
653,diacord.com,"2025-05-23 15:57:04",system,malicious,
654,diacordapp.com,"2025-05-23 15:57:04",system,malicious,
655,diascord.com,"2025-05-23 15:57:04",system,malicious,
656,diccord-free.com,"2025-05-23 15:57:04",system,malicious,
657,diccord.gift,"2025-05-23 15:57:04",system,malicious,
658,diccrd.com,"2025-05-23 15:57:04",system,malicious,
659,dicoapp.me,"2025-05-23 15:57:04",system,malicious,
660,dicoapp.pro,"2025-05-23 15:57:04",system,malicious,
661,dicord-gifts.xyz,"2025-05-23 15:57:04",system,malicious,
662,dicord.gg,"2025-05-23 15:57:04",system,malicious,
663,dicord.gift,"2025-05-23 15:57:04",system,malicious,
664,dicord.site,"2025-05-23 15:57:04",system,malicious,
665,dicord.space,"2025-05-23 15:57:04",system,malicious,
666,dicord.tk,"2025-05-23 15:57:04",system,malicious,
667,dicordapp.com,"2025-05-23 15:57:04",system,malicious,
668,dicordgift.ru.com,"2025-05-23 15:57:04",system,malicious,
669,dicordglfts.cf,"2025-05-23 15:57:04",system,malicious,
670,dicordglfts.ga,"2025-05-23 15:57:04",system,malicious,
671,dicordglfts.gq,"2025-05-23 15:57:04",system,malicious,
672,dicordglfts.ml,"2025-05-23 15:57:04",system,malicious,
673,dicordglfts.tk,"2025-05-23 15:57:04",system,malicious,
674,dicords-promotions.xyz,"2025-05-23 15:57:04",system,malicious,
675,dicords.ru,"2025-05-23 15:57:04",system,malicious,
676,dicordsgift.xyz,"2025-05-23 15:57:04",system,malicious,
677,dicordsgifts.xyz,"2025-05-23 15:57:04",system,malicious,
678,dicovrd.com,"2025-05-23 15:57:04",system,malicious,
679,dicrod-app.xyz,"2025-05-23 15:57:04",system,malicious,
680,dicrod.com,"2025-05-23 15:57:04",system,malicious,
681,dicscordapp.com,"2025-05-23 15:57:04",system,malicious,
682,dicsocrd.com,"2025-05-23 15:57:04",system,malicious,
683,dicsord-actions.com,"2025-05-23 15:57:04",system,malicious,
684,dicsord-airdrop.com,"2025-05-23 15:57:04",system,malicious,
685,dicsord-airdrop.ru,"2025-05-23 15:57:04",system,malicious,
686,dicsord-airdrop.ru.com,"2025-05-23 15:57:04",system,malicious,
687,dicsord-app.com,"2025-05-23 15:57:04",system,malicious,
688,dicsord-get.xyz,"2025-05-23 15:57:04",system,malicious,
689,dicsord-gift.com,"2025-05-23 15:57:04",system,malicious,
690,dicsord-gift.ru,"2025-05-23 15:57:04",system,malicious,
691,dicsord-gift.ru.com,"2025-05-23 15:57:04",system,malicious,
692,dicsord-gifte.ru,"2025-05-23 15:57:04",system,malicious,
693,dicsord-gifte.ru.com,"2025-05-23 15:57:04",system,malicious,
694,dicsord-gifted.com,"2025-05-23 15:57:04",system,malicious,
695,dicsord-gifted.ru,"2025-05-23 15:57:04",system,malicious,
696,dicsord-giftes.ru,"2025-05-23 15:57:04",system,malicious,
697,dicsord-gifting.ru,"2025-05-23 15:57:04",system,malicious,
698,dicsord-gifts.ru,"2025-05-23 15:57:04",system,malicious,
699,dicsord-gifts.ru.com,"2025-05-23 15:57:04",system,malicious,
700,dicsord-give.com,"2025-05-23 15:57:04",system,malicious,
701,dicsord-give.ru,"2025-05-23 15:57:04",system,malicious,
702,dicsord-given.ru,"2025-05-23 15:57:04",system,malicious,
703,dicsord-given.ru.com,"2025-05-23 15:57:04",system,malicious,
704,dicsord-gives.com,"2025-05-23 15:57:04",system,malicious,
705,dicsord-glfts.com,"2025-05-23 15:57:04",system,malicious,
706,dicsord-hypesquad.com,"2025-05-23 15:57:04",system,malicious,
707,dicsord-hypesquads.com,"2025-05-23 15:57:04",system,malicious,
708,dicsord-n.ru,"2025-05-23 15:57:04",system,malicious,
709,dicsord-nirto.com,"2025-05-23 15:57:04",system,malicious,
710,dicsord-nitro.com,"2025-05-23 15:57:04",system,malicious,
711,dicsord-nitro.net.ru,"2025-05-23 15:57:04",system,malicious,
712,dicsord-nitro.org.ru,"2025-05-23 15:57:04",system,malicious,
713,dicsord-nitro.ru,"2025-05-23 15:57:04",system,malicious,
714,dicsord-present.ru,"2025-05-23 15:57:04",system,malicious,
715,dicsord-presents.ru,"2025-05-23 15:57:04",system,malicious,
716,dicsord-qg.ru,"2025-05-23 15:57:04",system,malicious,
717,dicsord-ru.ru,"2025-05-23 15:57:04",system,malicious,
718,dicsord-show.com,"2025-05-23 15:57:04",system,malicious,
719,dicsord-ticket.com,"2025-05-23 15:57:04",system,malicious,
